index,UMAP_1,UMAP_2,state
5249,2.6264617,2.2810214,start
6083,-1.3108643,2.3991625,start
5931,1.9177026,3.0372229,start
5700,2.1108384,4.767751,start
5679,0.6447125,4.1335154,start
6039,4.7292423,4.3638434,start
5659,1.8556509,4.550468,start
6028,0.30317482,2.0400808,start
5384,6.296071,4.054183,start
5098,1.2526911,3.4365213,start
5884,5.3087463,5.684684,start
5100,6.16937,1.5970651,start
5306,3.0496895,0.6428692,start
6091,-0.8700865,1.8925616,start
5180,3.292761,0.61182797,start
6024,5.7341104,2.2693307,start
5635,2.4774818,1.8348458,start
6035,4.9975877,3.7313766,start
5566,2.350765,3.68321,start
5695,1.56279,1.9274251,start
5958,2.2721314,7.1835265,start
5557,6.310283,1.0039681,start
5294,4.6316338,-0.38151175,start
5952,1.1964232,0.41030112,start
5425,1.2120757,3.7951367,start
5373,1.7877539,3.0898414,start
5861,8.137166,2.7152233,start
5182,7.019276,4.9994755,start
6089,2.7735631,1.7230752,start
5354,-0.56008214,3.0809805,start
5225,4.8879995,6.125668,start
5718,7.2521224,1.6056465,start
5400,0.09227189,4.524336,start
5284,5.837916,5.752326,start
5979,8.629007,3.32577,start
5111,2.7820091,7.7251472,start
5930,-0.08357461,3.8898878,start
5805,4.4230647,0.6430417,start
5997,5.027861,5.2371435,start
5963,6.00329,5.460955,start
5491,0.23727871,2.8221154,start
5335,0.35353228,6.777849,start
5797,3.0580678,7.083367,start
5198,3.1084933,4.078001,start
5733,0.8102133,4.05749,start
6032,3.908339,6.95533,start
5187,-0.33021876,1.0302474,start
5409,1.0302646,3.8928313,start
5442,3.812935,2.5945883,start
5325,-0.027513701,2.2585485,start
5156,4.233385,2.0495052,start
5877,1.8458554,1.2606968,start
5962,3.628704,6.7128463,start
5032,2.8754094,3.1279132,start
5759,4.6954727,4.0744805,start
5817,3.7985318,1.6099001,start
5329,5.413388,6.223521,start
5568,6.8744717,0.86117256,start
5915,6.4134045,5.298226,start
5423,-0.831713,3.2609448,start
5035,3.7403922,4.403321,start
5234,0.29309592,2.8918397,start
5086,-0.24372478,1.8091205,start
5022,4.9433537,2.5534248,start
5562,3.4446273,2.1312523,start
5345,2.4928079,4.189532,start
5765,7.33807,3.6950023,start
5388,2.952262,1.6136636,start
6013,0.40245783,2.9597802,start
5036,1.461746,6.008664,start
5720,5.881976,3.8623917,start
5059,4.2058406,2.1187398,start
5611,3.3618205,5.480511,start
5977,0.11815919,5.42466,start
5636,5.044204,-0.2777629,start
6051,4.556322,0.34173092,start
5692,-0.6884842,2.5884638,start
5544,7.488278,3.7630346,start
5450,1.7531503,1.7900617,start
5094,-0.8257592,4.115955,start
