"gene_name","logFC","AveExpr","t","P.Value","adj.P.Val","B"
"RBM4B",-0.216757165834756,3.00381684439604,-1.3196909840892,0.192699757960357,0.863143898803729,-5.4293603354336
"COL3A1",-0.720389556054999,-0.338830695658358,-1.31882051540714,0.192988641573124,0.863143898803729,-5.02878264851473
"RBMS1",-0.366247187398252,1.92988392365354,-1.31861612991301,0.193056518699101,0.863143898803729,-5.30032862723879
"SBSN",0.56959801608912,-2.33707425632481,1.31134347762587,0.195483552761958,0.868608190595075,-4.93573921406907
"NAALAD2",-0.554630197016094,-0.530885827302574,-1.31068503831869,0.19570441881247,0.868608190595075,-5.02585520008823
"SPRY2",0.275117956302304,3.10879243677213,1.30960276808595,0.196067863001275,0.868608190595075,-5.47424893055591
"GPRC5D-AS1",-0.317422570540968,3.04923080875271,-1.30897494338945,0.196278929981987,0.868608190595075,-5.4462293236038
"F2RL3",-0.671011908969223,-1.82289013013057,-1.30818132721539,0.196545979061737,0.868608190595075,-4.94637845439699
"RDH5",-0.270685963145989,2.06117001504845,-1.30711826288108,0.196904125441837,0.868608190595075,-5.34269750409111
"NFAT5",0.238912950015445,4.06952108454483,1.3067559896813,0.197026287546286,0.868608190595075,-5.5573607379145
"C2CD4B",0.347156362912681,6.63532840020377,1.30668765080749,0.197049338489768,0.868608190595075,-5.6806396279868
"SOX18",-0.722782317960548,-1.94717046446052,-1.3064722231841,0.197122016283822,0.868608190595075,-4.94332210304063
"PODXL",-0.702885549776218,-0.834769162744142,-1.30447118724569,0.197798061343925,0.868608190595075,-5.00670276948276
"NEUROD2",0.526554064679483,-1.90813882378179,1.30430862993762,0.197853057493391,0.868608190595075,-4.96116574845144
"VSTM4",0.461699839601985,-0.243895440775882,1.30377890343176,0.198032353658653,0.868608190595075,-5.09179528058353
"LINC01602",-0.64618610728372,-0.721248238882678,-1.30300224022149,0.198295451369015,0.868608190595075,-5.01501816412514
"HELLPAR",-0.435494851679706,0.140803502550941,-1.30289380978445,0.198332203519209,0.868608190595075,-5.10272551097541
"ABHD6",-0.271173633656492,2.95900530745585,-1.30087253684749,0.199018246125729,0.870342184223307,-5.44548078823895
"ACAD10",0.200628914487348,2.85796591979536,1.29692192093864,0.200364279321776,0.874953184811248,-5.4615395875357
"CFAP43",-0.351723072542988,1.52907002473793,-1.29536909168999,0.200895219297994,0.875483402150976,-5.2773278880604
"KRT80",0.465153757289473,-0.723152523403531,1.29486047255131,0.201069354694007,0.875483402150976,-5.05169890230493
"LINC00539",-0.347636519753642,1.88097247644047,-1.29303011072612,0.201696951310212,0.87694326656614,-5.32878048584547
"NFIX",-0.44791422487352,1.57934545290169,-1.29049442482355,0.202568816978082,0.879459408009038,-5.28961881405143
"AXL",-0.627807025067658,-2.19997304585838,-1.28955143152603,0.202893773837058,0.879514265404997,-4.95384886065172
"NOTCH3",-0.574074285736662,-1.62199498695383,-1.28852948528852,0.203246378943448,0.879514265404997,-4.97876360567367
"IDS",0.156630434263953,8.90114649086363,1.2870758724387,0.20374871393186,0.879514265404997,-5.75524366577072
"ADIRF",-0.820572755493784,0.193397578898749,-1.28706019096308,0.203754138152158,0.879514265404997,-5.11338412008143
"ABCC8",-0.250107136450883,6.43699594655512,-1.28497201304475,0.204477404976138,0.881368124897145,-5.69563174908534
"MYO5B",-0.22150904352611,3.20221775164107,-1.28160434631221,0.20564788445541,0.88490035792238,-5.49689153077142
"C1S",-0.556482809959893,0.0769955003936807,-1.28091866088348,0.20588681660994,0.88490035792238,-5.11406933681873
"LINC02240",0.559156454687501,-2.71007142711311,1.27858359306881,0.20670204481781,0.887133239561415,-4.95872094027025
"MTHFS",-0.27459523561926,5.27617014264988,-1.27641440208869,0.207461519555162,0.888410292237686,-5.65774633009409
"TRMT5",0.189345160703506,2.81025190429511,1.27469177827365,0.208066125111926,0.888410292237686,-5.48136842741914
"FN1",-0.538369542780414,-0.0886971983958899,-1.27460486275913,0.208096665472645,0.888410292237686,-5.11544785361321
"TMEM233",0.571191900690328,-0.604520385039107,1.27409168779572,0.208277052985166,0.888410292237686,-5.09308789026348
"ACTN4",0.191509096501027,5.97949046643238,1.27186310433762,0.209061781605334,0.888410292237686,-5.70030475978697
"COPB2",0.156664477722029,5.54912157120636,1.2716244083914,0.20914596170114,0.888410292237686,-5.68223813586836
"IGFBP4",0.567411700286999,1.64464332634661,1.27104688433183,0.209349739675307,0.888410292237686,-5.37381232304798
"APOH",-0.607756296149862,2.48835959947283,-1.27099319255617,0.209368692204015,0.888410292237686,-5.43917298665035
"TSC1",0.210459426458108,4.00735171386915,1.26984062204724,0.209775843628379,0.888880693340589,-5.59496831727365
"MAB21L1",0.429761355951422,-2.0454594231543,1.26895064590533,0.210090635597124,0.888958965855247,-4.99314717922363
"IFNLR1",0.22631894058676,1.28835020172712,1.26728102731167,0.210682142430631,0.889007002083699,-5.31239493786695
"GGT5",-0.607692591069814,-1.77655447315878,-1.26724573371154,0.210694659493837,0.889007002083699,-4.9949988757259
"MAEA",0.200344963564047,3.87289480741239,1.26603190376695,0.21112548770523,0.889573684151251,-5.59099326691241
"PHGR1",0.710293473122447,0.346428219850068,1.26394911059591,0.211866266348158,0.890701538674562,-5.2030810679562
"CNN3",-0.365092505597796,2.16568101360917,-1.26361026096608,0.211986966204546,0.890701538674562,-5.40144071036355
"SKA3",-0.496208062326172,-1.61701174603987,-1.2613973589336,0.21277646985468,0.892768404984672,-5.01065621378742
"C1QA",-0.585129385814038,-2.32966950611354,-1.25943285587469,0.213479180208774,0.893591114275139,-4.98413726390984
"CST6",-0.57538347475185,-1.89793400682334,-1.25896753740406,0.213645878576074,0.893591114275139,-4.99860110494124
"PAPPA2",-0.444250866661862,1.72132350054098,-1.25835311724149,0.213866140016517,0.893591114275139,-5.36016022972095
"S100A11",-0.314017035536951,6.31889920849522,-1.25639742108646,0.214568353103625,0.89368493783759,-5.72619586380829
"AICDA",0.542809046598893,-2.67705137501475,1.25606003915178,0.21468966639322,0.89368493783759,-4.98488603342385
"GADD45B",0.382801907662755,6.7881692361119,1.25580256832876,0.214782280060301,0.89368493783759,-5.74830830614638
"VPS72",-0.180889684725703,3.90264525832173,-1.25007329533099,0.216850802812314,0.901042116948672,-5.60208216904877
"CNIH2",-0.383604778211833,7.71917313014075,-1.24605481815014,0.218310427731479,0.905445549638662,-5.77850382011934
"SRL",0.502360236855638,-2.79377813352972,1.24549541734918,0.21851419264613,0.905445549638662,-4.99282490336113
"PPIE",-0.192245443008312,4.56438908114466,-1.24448862225972,0.218881277634118,0.905715631589452,-5.65470225217224
"PON3",0.411884202201662,5.07904993008241,1.24182908740737,0.219853155378882,0.906251863581657,-5.70064678240236
"TMEM44",-0.316046985825192,0.351391729218352,-1.24139896070366,0.22001063609544,0.906251863581657,-5.19829682557577
"WDR55",0.195419085963688,3.28872849076048,1.24074088906615,0.220251734605551,0.906251863581657,-5.57236649385831
"CCNL2",0.14393261458553,4.60629520432326,1.24035004849685,0.220395019617813,0.906251863581657,-5.67165383457811
"PCCA",-0.277251797041171,2.43978937762705,-1.23919453193222,0.220819042773903,0.906251863581657,-5.46896425250572
"DPH7",0.173108535600179,3.72183265958841,1.23918274606973,0.220823370759397,0.906251863581657,-5.61165894845876
"THY1",-0.54038239615027,-1.85545551952297,-1.23791523100826,0.221289190939397,0.906922913686055,-5.02388481295799
"PPID",-0.175326249895819,4.62011703792165,-1.23630421857977,0.221882293947513,0.90757003182678,-5.66950157508557
"LINC01976",-0.485782293374063,-0.92179259696546,-1.23584347506352,0.222052134453619,0.90757003182678,-5.08138392519302
"COLEC12",0.428752077913016,0.0296926338413182,1.23160706683982,0.223618262531127,0.91000094532072,-5.20592587920794
"TSPEAR-AS2",0.536098616900948,-2.63799993505817,1.22921090539041,0.224507674120773,0.91000094532072,-5.01538956698095
"PGA5",0.652238445396095,-2.43544618778692,1.22873811693022,0.224683471457484,0.91000094532072,-5.02321586602676
"CDKN1C",0.26144519734058,7.05559400261494,1.22831138780067,0.224842229392963,0.91000094532072,-5.78787836923694
"DNAJB1",-0.438807084617565,5.78306164818833,-1.22739549673165,0.225183250818838,0.91000094532072,-5.73614801433305
"HSP90B1",0.255513153003134,9.55150043842139,1.22643657359797,0.225540701892226,0.91000094532072,-5.84009625793284
"WWTR1",0.561152105861783,0.538779783796286,1.22617468341197,0.225638397297476,0.91000094532072,-5.27537567140849
"SDC4",0.321354736284714,3.2629927996462,1.22579281987543,0.225780903215485,0.91000094532072,-5.58929992729559
"OIP5-AS1",0.274280975246769,4.87536952874566,1.22569404541826,0.225817775165319,0.91000094532072,-5.70584822167511
"LIMS1",0.166566186664117,5.77506449294405,1.22467593358306,0.226198088348992,0.91000094532072,-5.74869412637697
"BPIFC",0.418083343500368,2.53466457634318,1.22303063286194,0.226813680129952,0.91000094532072,-5.52798445083411
"SLC14A1",-0.50844306756099,-2.35878433879712,-1.2222510459347,0.227105792673145,0.91000094532072,-5.02393731285405
"ATP1B3",-0.174230609605022,5.42772313539878,-1.2218231456242,0.227266244920748,0.91000094532072,-5.73159756435316
"KLHL1",0.525679267571382,-1.77915235136907,1.22033576238887,0.22782462445189,0.91000094532072,-5.06031079254667
"MANSC1",-0.138594303274196,4.11274287542441,-1.22016731762837,0.227887923763399,0.91000094532072,-5.65524105693922
"FAM76B",0.226160183732794,3.86405497807115,1.21983253743605,0.228013768005238,0.91000094532072,-5.64521071217216
"ARAF",-0.201391022880621,3.9404203998976,-1.21945952454789,0.228154043951896,0.91000094532072,-5.64109034415736
"PAIP2B",0.247389059528977,3.00167399692542,1.21874562024722,0.228422692537979,0.91000094532072,-5.56986547925052
"PHYHIPL",0.174815706935589,4.23134630545258,1.21845389194141,0.228532539203761,0.91000094532072,-5.67283603645699
"SLC45A1",0.205267445272861,2.82166755994826,1.21727845689257,0.228975526807789,0.91000094532072,-5.55278596887753
"EFEMP1",0.518010786188685,-1.89978639896857,1.21637120278764,0.229317874554607,0.91000094532072,-5.05914361446187
"PTGS2",0.459848166492416,3.23387269125363,1.21610626986809,0.2294179163168,0.91000094532072,-5.60714463290208
